source	time	heading	story	url
Grainews	1549304010	In response to, 'Cover crops and green manure' – Les Henry	It is always a thrill to get letters and book orders from readers. Most letters are complimentary and a joy to receive. But, a recent letter disagreed with ideas in my ...	https://news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LmdyYWluZXdzLmNhLzIwMTkvMDIvMDQvaW4tcmVzcG9uc2UtdG8tY292ZXItY3JvcHMtYW5kLWdyZWVuLW1hbnVyZS1sZXMtaGVucnkv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1548403200	Banks of Singanallur lake to get green cover through Miyawaki method	Coimbatore: The Centre for Urban Biodiversity Conservation and Education (CUBE), along with the Coimbatore City Municipal Corporation (CCMC), has taken ...	https://news.google.com/articles/CBMikQFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2NvaW1iYXRvcmUvYmFua3Mtb2Ytc2luZ2FuYWxsdXItbGFrZS10by1nZXQtZ3JlZW4tY292ZXItdGhyb3VnaC1taXlhd2FraS1tZXRob2QvYXJ0aWNsZXNob3cvNjc2Nzk5OTIuY21z0gHXAWh0dHBzOi8vbS10aW1lc29maW5kaWEtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvbS50aW1lc29maW5kaWEuY29tL2NpdHkvY29pbWJhdG9yZS9iYW5rcy1vZi1zaW5nYW5hbGx1ci1sYWtlLXRvLWdldC1ncmVlbi1jb3Zlci10aHJvdWdoLW1peWF3YWtpLW1ldGhvZC9hbXBfYXJ0aWNsZXNob3cvNjc2Nzk5OTIuY21zP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Fortune	1549482596	How Verizon Will Spend $1 Billion to Help the Environment	Verizon borrowed $1 billion via green bonds to spend on renewable energy projects like solar arrays and wind farms.	https://news.google.com/articles/CBMiRWh0dHA6Ly9mb3J0dW5lLmNvbS8yMDE5LzAyLzA2L3Zlcml6b24tZ3JlZW4tYm9uZC10ZWxlY29tLWVudmlyb25tZW50L9IBlwFodHRwczovL2FtcC10aW1laW5jLW5ldC5jZG4uYW1wcHJvamVjdC5vcmcvdi9hbXAudGltZWluYy5uZXQvZm9ydHVuZS8yMDE5LzAyLzA2L3Zlcml6b24tZ3JlZW4tYm9uZC10ZWxlY29tLWVudmlyb25tZW50P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Telangana Today	1547798400	Increase green cover along ORR, says Arvind Kumar	Principal Secretary Municipal Administration Arvind Kumar instructed Hyderabad Metropolitan Develo.	https://news.google.com/articles/CBMiS2h0dHBzOi8vdGVsYW5nYW5hdG9kYXkuY29tL2luY3JlYXNlLWdyZWVuLWNvdmVyLWFsb25nLW9yci1zYXlzLWFydmluZC1rdW1hctIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Hans India	1547712000	Principal Secretary emphasises on green cover on ORR	Principal Secretary Municipal Administration Arvind Kumar asked the officials to lay emphasis on increased green cover on both sides of the outer ring road He ...	https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LnRoZWhhbnNpbmRpYS5jb20vcG9zdHMvaW5kZXgvVGVsYW5nYW5hLzIwMTktMDEtMTcvUHJpbmNpcGFsLVNlY3JldGFyeS1lbXBoYXNpc2VzLW9uLWdyZWVuLWNvdmVyLW9uLU9SUi80NzY5MzXSAcYBaHR0cHM6Ly93d3ctdGhlaGFuc2luZGlhLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy50aGVoYW5zaW5kaWEuY29tL3Bvc3RzL2luZGV4L1RlbGFuZ2FuYS8yMDE5LTAxLTE3L1ByaW5jaXBhbC1TZWNyZXRhcnktZW1waGFzaXNlcy1vbi1ncmVlbi1jb3Zlci1vbi1PUlIvNDc2OTM1P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
POLITICO	1549535340	The Impossible Green Dream of Alexandria Ocasio-Cortez	The 'Green New Deal' will never happen the way it's laid out—and that's also kind of the point.	https://news.google.com/articles/CAIiEF468I6bbazLqZAnO6uMYD4qGQgEKhAIACoHCAow4Zn5CjCu8uACMLTRlgY?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1549721640	Green New Deal's Plan For Planes, Trains, And Automobiles Won't Work	Green New Deal supporters may like public transit, but many of America's cities are not set up for it—especially rail—on a grand scale. Smaller local initiatives ...	https://news.google.com/articles/CAIiEHWnDAAEN--wP-PggkVTk14qFQgEKg0IACoGCAowrqkBMKBFMI_CEg?hl=en-IN&gl=IN&ceid=IN%3Aen
CNN	1549620864	As Ireland goes green, rural workers feel punished	Ireland, ranked the worst country in the European Union on tackling climate change, is trying to clean up its act. But its deep-rooted attachment to its peatlands is ...	https://news.google.com/articles/CAIiEADTvsrjKuBboGsyOEVuKe4qGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU?hl=en-IN&gl=IN&ceid=IN%3Aen
PolitiFact	1549558800	Fact-check: How true is Green Book?	Editor's note: Have you ever wondered if the movie you just saw — that claimed to be based on a real story or historical events — was really accurate? So have ...	https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LnBvbGl0aWZhY3QuY29tL3RydXRoLW8tbWV0ZXIvYXJ0aWNsZS8yMDE5L2ZlYi8wNy9ncmVlbi1ib29rLW9zY2Fycy1mYWN0LWNoZWNrLXRydWUv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
PGA TOUR	1549764831	Choi misses cut but leaves with a smile	PEBBLE BEACH, Calif. – Ho Sung Choi enjoyed his brief trip to America this week, even though his Fisherman Swing left him well outside the cutline and the ...	https://news.google.com/articles/CAIiENG_LTUrIwuF7YdvzZ1Yj6cqGAgEKg8IACoHCAowmv-iAjC-oEAwheLQAQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Daily Mail	1549765080	Ashley Graham covers up in sparkling gown at star-studded Christian Siriano NYFW show	Ashley Graham showed off the curves that made her a star when she hit the catwalk at Christian Siriano's New York Fashion Week show on Saturday.	https://news.google.com/articles/CAIiEOJ5X0eJXNM2ymMlP49ySt8qGQgEKhAIACoHCAowzuOICzCZ4ocDMNTCoAY?hl=en-IN&gl=IN&ceid=IN%3Aen
Sydney Morning Herald	1549775100	Jordan Rapana looking to extend time with Canberra Raiders	It's another boost the Canberra Raiders in the lead-up to their bid to return to NRL finals, with star winger Jordan pledging he wants to stay in the ACT.	https://news.google.com/articles/CAIiEH9FIzD3D8A78UkMc0BqlJQqGQgEKhAIACoHCAowxqmICzDg_IYDMKjZmwY?hl=en-IN&gl=IN&ceid=IN%3Aen
How-To Geek	1549371600	iMessage Features to Avoid with Your Green Bubble Android Buddies	There are a lot of cool things you can do in iMessage other than just sending text messages to your friends and family, but for your compatriots that use Android, ...	https://news.google.com/articles/CBMiY2h0dHBzOi8vd3d3Lmhvd3RvZ2Vlay5jb20vNDAzNDkwL2ltZXNzYWdlLWZlYXR1cmVzLXRvLWF2b2lkLXdpdGgteW91ci1ncmVlbi1idWJibGUtYW5kcm9pZC1idWRkaWVzL9IBsQFodHRwczovL3d3dy1ob3d0b2dlZWstY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3Lmhvd3RvZ2Vlay5jb20vNDAzNDkwL2ltZXNzYWdlLWZlYXR1cmVzLXRvLWF2b2lkLXdpdGgteW91ci1ncmVlbi1idWJibGUtYW5kcm9pZC1idWRkaWVzL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
CBS Sports	1549812660	Memphis Express vs. Birmingham Iron odds, line: AAF picks, best predictions from football insider	The legendary Mike Singletary makes his pro football comeback on Sunday when he coaches the Memphis Express against host Birmingham Iron in the new ...	https://news.google.com/articles/CAIiEAVXiSw9ka4Eu1P3JfAOEQEqFggEKg4IACoGCAow5tYTMODEAjDyugQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Weather Channel	1549578345	Winter Storm Maya to Spread Snow and Ice Across the Midwest, Northeast Through Wednesday	Winter Storm Maya is another cross-country mess of snow and ice that began on the West Coast over the weekend.	https://news.google.com/articles/CBMic2h0dHBzOi8vd2VhdGhlci5jb20vc2FmZXR5L3dpbnRlci9uZXdzLzIwMTktMDItMDctd2ludGVyLXN0b3JtLW1heWEtc2VhdHRsZS1wb3J0bGFuZC1taWR3ZXN0LWVhc3Qtc25vdy1pY2UtZm9yZWNhc3TSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Takeout	1549848120	This Is 40... clove garlic chicken	Welcome to The Takeout's Garlic Week, our Valentine to the world's loveliest stink. I've been waiting my whole life for Garlic Week. There is absolutely no chance ...	https://news.google.com/articles/CAIiEMAItkhCTqgZbVVV4H2CpdYqGQgEKhAIACoHCAow_q3_CjCZyvgCMKGt5gU?hl=en-IN&gl=IN&ceid=IN%3Aen
India Today	1544256000	China will build massive green cover by 2020: A list of important eco-friendly steps taken by them	China has announced the largest green cover with as many as 20000 national forest villages by 2020 in the country.	https://news.google.com/articles/CBMirgFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2VkdWNhdGlvbi10b2RheS9nay1jdXJyZW50LWFmZmFpcnMvc3RvcnkvY2hpbmEtcGxhbnMtbWFzc2l2ZS1ncmVlbi1jb3Zlci1ieS0yMDIwLWEtbGlzdC1vZi1ncmVlbi1pbml0aWF0aXZlcy10YWtlbi1ieS10aGUtY291bnRyeS0xNDA0NjU3LTIwMTgtMTItMDfSAfwBaHR0cHM6Ly93d3ctaW5kaWF0b2RheS1pbi5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5pbmRpYXRvZGF5LmluL2FtcC9lZHVjYXRpb24tdG9kYXkvZ2stY3VycmVudC1hZmZhaXJzL3N0b3J5L2NoaW5hLXBsYW5zLW1hc3NpdmUtZ3JlZW4tY292ZXItYnktMjAyMC1hLWxpc3Qtb2YtZ3JlZW4taW5pdGlhdGl2ZXMtdGFrZW4tYnktdGhlLWNvdW50cnktMTQwNDY1Ny0yMDE4LTEyLTA3P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1549680180	How The 'Boiling Water Challenge' Can Land You In The Hospital	The polar vortex has inspired another hot social media challenge.	https://news.google.com/articles/CAIiEIVOrOXgHciIs2ggdcekZmAqFQgEKg0IACoGCAowrqkBMKBFMMGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Economic Times	1544688000	Bengaluru’s green cover is on the rise, square foot by square foot	BENGALURU: Bengaluru's transformation from a garden city to India's tech capital has not only changed its landscape, but has also caused concerns over the ...	https://news.google.com/articles/CAIiECOn4L_OKqOYsly3jf1PolIqGQgEKhAIACoHCAow2pqGCzD954MDMPTVigY?hl=en-IN&gl=IN&ceid=IN%3Aen
Scroll.in	1544428800	Proposal to involve private sector in increasing India’s green cover has environmentalists worried	Leasing of wasteland to the corporate sector for re-greening is among the major recommendations of an expert committee formed by the environment ministry.	https://news.google.com/articles/CBMiggFodHRwczovL3Njcm9sbC5pbi9hcnRpY2xlLzkwNDc2OC9wcm9wb3NhbC10by1pbnZvbHZlLXByaXZhdGUtc2VjdG9yLWluLWluY3JlYXNpbmctaW5kaWFzLWdyZWVuLWNvdmVyLWhhcy1lbnZpcm9ubWVudGFsaXN0cy13b3JyaWVk0gHMAWh0dHBzOi8vYW1wLXNjcm9sbC1pbi5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2FtcC5zY3JvbGwuaW4vYXJ0aWNsZS85MDQ3NjgvcHJvcG9zYWwtdG8taW52b2x2ZS1wcml2YXRlLXNlY3Rvci1pbi1pbmNyZWFzaW5nLWluZGlhcy1ncmVlbi1jb3Zlci1oYXMtZW52aXJvbm1lbnRhbGlzdHMtd29ycmllZD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
WBUR	1549471753	Is Cabbage The New Kale? Recipes And What To Know About This Versatile Vegetable	Here & Now resident chef Kathy Gunst says cabbage is inexpensive, good for you and can be used in a wide variety of ways. She brings three dishes for host ...	https://news.google.com/articles/CBMiS2h0dHBzOi8vd3d3LndidXIub3JnL2hlcmVhbmRub3cvMjAxOS8wMi8wNi9jYWJiYWdlLXJlY2lwZXMtdGlwcy1rYXRoeS1ndW5zdNIBkAFodHRwczovL2FtcC13YnVyLW9yZy5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2FtcC53YnVyLm9yZy9oZXJlYW5kbm93LzIwMTkvMDIvMDYvY2FiYmFnZS1yZWNpcGVzLXRpcHMta2F0aHktZ3Vuc3Q_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune Mirror	1545379200	Increase in green cover for Koyna tigers	Connecting two adjacent sanctuaries through thick patches of vegetation along the corridor will enable better movement of the big cats across Western Ghats.	https://news.google.com/articles/CAIiEM2bEqpQdC5w4Yio16pGGVIqGQgEKhAIACoHCAowr479CjDN7okDMN6m1wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1543219200	GMDA to assess Gurugram’s green cover, groundwater level	GURUGRAM: The urban environment division of the Gurugram Metropolitan Development Authority (GMDA) is all set to conduct an area-wise survey of variou.	https://news.google.com/articles/CAIiEPnlAtXuLIsGkfAgTOU8qY8qGQgEKhAIACoHCAowzrL9CjDC7vQCMKCT1wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1536735600	Green cover in BRTS corridor raises red flag for commuters	Surat: Pratik Shah, a student of Veer Narmad South Gujarat University, is very cautious when he rides his two-wheerler from his residence in Udhana to the ...	https://news.google.com/articles/CAIiEDxK6I7GeQ32xGv_fN62tTQqGQgEKhAIACoHCAowzrL9CjDC7vQCMKCT1wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Economic Times	1545120000	Amid dwindling green cover, a Miyawaki forest takes root	Over 500 volunteers helped plant the saplings on one acre of land at the Indian Railway Institute of Disaster Management, along Mysore Road.	https://news.google.com/articles/CAIiEHVg5abg6OUgs6Md3u11tUwqGQgEKhAIACoHCAow2pqGCzD954MDMPTVigY?hl=en-IN&gl=IN&ceid=IN%3Aen
TechRadar	1549882140	FaxBurner review By Jonas DeMuro in 11 hours TechRadar Pro FaxBurner is a handy app to	FaxBurner is the handy app to transform your smartphone into a mobile fax machine.	https://news.google.com/articles/CBMiK2h0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vcmV2aWV3cy9mYXhidXJuZXLSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
MarketWatch	1549892820	Cannabis earnings: Pot stocks’ downturn may drown Aurora and others in red ink	When Aurora Cannabis and Canopy Growth report earnings in the coming days, investors should watch closely for losses due to their investments in other weed ...	https://news.google.com/articles/CAIiEKJGiD_Uf05fPTSDqN84WkEqGAgEKg8IACoHCAowjujJATDXzBUwiJS0AQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1542614400	Bihar green cover raised from 9% to 15%: Nitish Kumar	BETTIAH/BAGAHA: Chief minister Nitish Kumar unveiled a host of eco-tourism facilities in the Valmiki Tiger Reserve (VTR) on Sunday. He said that the state had ...	https://news.google.com/articles/CAIiEKAbacftfc3XZGK767QHBugqGQgEKhAIACoHCAowzrL9CjDC7vQCMKCT1wU?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1549695600	Ask Ethan: What Will Our First Direct Image Of An Earth-Like Exoplanet Look Like?	Left, an image of Earth from the DSCOVR-EPIC camera. Right, the same image degraded to a resolution of 3 x 3 pixels, similar to what researchers will see in ...	https://news.google.com/articles/CAIiEHczK0bkn6ZiBfOTrE_n66IqFQgEKg0IACoGCAowrqkBMKBFMMGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
The Daily Beast	1549612800	Military Investigating 'Pissgate' at California Base	The U.S. Air Force Inspector General is investigating whether officials covered up an incident in which someone urinated in a female staff sergeant's boots.	https://news.google.com/articles/CAIiEOzaOnz87jEom-YWDMCjj6wqFggEKg0IACoGCAow7s8BMNBIMLXUiQY?hl=en-IN&gl=IN&ceid=IN%3Aen
CBC.ca	1549796400	Emily of New Moon gets a star turn in Netflix hit Russian Doll	Move over, Anne of Green Gables — it's Emily Starr's turn to shine. The L.M. Montgomery book Emily of New Moon is featured prominently in the new Netflix hit ...	https://news.google.com/articles/CBMiemh0dHBzOi8vd3d3LmNiYy5jYS9uZXdzL2NhbmFkYS9wcmluY2UtZWR3YXJkLWlzbGFuZC9wZWktZW1pbHktbmV3LW1vb24tbHVjeS1tYXVkLW1vbnRnb21lcnktbmV0ZmxpeC1ydXNzaWFuLWRvbGwtMS41MDEwMzUz0gFjaHR0cHM6Ly93d3ctY2JjLWNhLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmNiYy5jYS9hbXAvMS41MDEwMzUzP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
